LAND_SIZE,FLOOR_AREA,NUM_BEDROOMS,NUM_CARSPACE,GARAGE_AREA,PROPERTY_TYPE,NUM_STOREYS,BUILT_YEAR,PROPERTY_CONDITION,RENOVATION_YEAR,OUTDOOR_FEATURE,SOLAR_PANEL,AIRCONDITIONER,POTENTIAL_SECOND_BUILDING,NUM_BUILDINGS,ADDRESS,DISTANCE_TO_TRAIN,DISTANCE_TO_BUS,DISTANCE_TO_SCHOOLS,DISTANCE_TO_UNIVERSITY,NEAR_GOOD_SCHOOLS,NEAR_GOOD_UNIVERSITIES,DISTANCE_TO_SHOPPING_CENTERS,DISTANCE_TO_CBD,DISTANCE_TO_HOSPITALS,DISTANCE_TO_BEACHES,DISTANCE_TO_PARKS,DISTANCE_TO_GYM,NEAR_HIGHWAY,SUBURB,POSTCODE,SUBURB_MEAN_PRICE,MEAN_PRICE_AREA,SUBURB_PRICE_GROWTH,NUM_SALES_NEARBY,AVG_RENTAL_PRICE,AUCTION_CLEARANCE_RATE,PROPERTY_SALES_VOLUME,RENTAL_VACANCY_RATE,RENT_RATE,RENTAL_PRICE_GROWTH,POPULATION_GROWTH,VACANCY_RATE,RENTAL_GROWTH,HISTORICAL_CAPITAL_GROWTH,CRIME_STATISTICS,WALKABILITY,AIR_QUALITY,SALE_DATE,SALE_PRICE,COMPARABLE_SALES,FLOOD_RISK,BUSHFIRE_RISK,COASTAL_EROSION_RISK,WEEKLY_RENT_RATE,COUNCIL_RATES,LATITUDE,LONGITUDE,NUM_BATHROOMS,TOILETS,PREV_SALE_DATE,PREV_SALE_PRICE,COMPARABLE_SALES_N,DISTANCE_TO_WATER_M
1407.0,45.0,1.0,0.0,0.0,Unit,1.0,1965.0,Unspecified,1965.0,balcony;garden,0.0,1.0,0.0,2,"13/5 THE ESPLANADE, MOSMAN, NSW 2088",4.159,0.096,0.129,4.149,1,0,1.087,6.071,2.734,2.732,0.162,3.039,0,Mosman,2088,1400000,1463000.0,-11.03210105,71,820,37.15,355,2.31,3.025,5.12820512,-0.51,1.66,7.5,2.96244128,27.6,66,11.46,2026-09-03,1450000,817500.0,High,Low,Nil,949.4,1695.976966773010,-33.82731901,151.25150371,1.0,1,2011-11-28;2006-06-24,520000;420500,26,93
717.0,45.0,1.0,0.0,0.0,Unit,1.0,1960.0,Renovated,1960.0,garden,0.0,0.0,0.0,1,"3/17 MILNER ST, MOSMAN, NSW 2088",3.103,0.026,0.125,3.119,1,1,1.051,4.994,1.73,3.502,0.238,2.368,0,Mosman,2088,1400000,1463000.0,1.19568301,130,820,38.19,355,2.31,3.025,5.12820512,-0.51,1.66,7.5,38.01358159,27.6,13,11.46,2026-08-21,790000,817500.0,Medium,Nil,Nil,540.0,1695.976966773010,-33.83297001,151.24158753,1.0,1,2014-03-14,455000,28,257
74.0,,1.0,1.0,18.0,Unit,1.0,2017.0,Unspecified,2017.0,balcony;courtyard;garden,0.0,1.0,0.0,3,"111/116 BELMONT RD, MOSMAN, NSW 2088",2.429,0.126,0.483,2.441,1,1,0.922,5.006,1.07,4.478,0.135,1.293,1,Mosman,2088,1400000,1463000.0,1.19568301,95,820,38.19,355,2.31,3.025,5.12820512,-0.51,1.66,7.5,38.01358159,27.6,12,11.46,2026-08-19,930000,820000.0,Medium,Nil,Nil,949.4,1695.976966773010,-33.82749438,151.23187275,1.0,1,2023-08-04;2015-03-17,882000;680000,29,391
1221.0,108.0,3.0,2.0,36.0,Unit,1.0,1999.0,Unspecified,1999.0,balcony,0.0,1.0,0.0,1,"4/139-153 MIDDLE HEAD RD, MOSMAN, NSW 2088",3.428,0.03,0.299,3.444,1,1,1.024,5.277,2.048,3.202,0.076,2.604,0,Mosman,2088,1400000,1463000.0,1.19568301,125,820,32.95,355,2.31,3.025,5.12820512,-0.51,1.66,7.5,38.01358159,27.6,19,11.46,2026-08-14,2600000,2620000.0,High,Nil,Nil,949.4,1695.976966773010,-33.83203294,151.24496821,2.0,2,2023-09-18;2011-07-27;2004-05-08;2002-11-22;1998-09-08,2800000;1212500;927500;850000;635000,22,69
777.0,,1.0,1.0,18.0,Unit,1.0,1964.0,Unspecified,1964.0,none,0.0,0.0,0.0,1,"9/71 AVENUE RD, MOSMAN, NSW 2088",2.767,0.049,0.263,2.745,1,1,1.054,4.787,1.347,3.889,0.165,2.017,0,Mosman,2088,1400000,1463000.0,1.19568301,156,820,32.95,355,2.31,3.025,5.12820512,-0.51,1.66,7.5,38.01358159,27.6,8,11.46,2026-08-10,700000,820000.0,Medium,Nil,Nil,949.4,1695.976966773010,-33.83264009,151.23740967,1.0,1,,,28,262
505.0,68.0,2.0,0.0,0.0,Unit,1.0,1976.0,Unspecified,1976.0,garden,,,0.0,1,"3/6 BRIERLEY ST, MOSMAN, NSW 2088",2.219,0.199,0.39,2.199,1,1,1.247,4.442,0.798,4.431,0.071,1.623,0,Mosman,2088,1400000,1463000.0,1.19568301,94,820,35.85,355,2.31,3.025,5.12820512,-0.51,1.66,7.5,38.01358159,27.6,11,11.46,2026-08-04,975000,1305000.0,Medium,Nil,Nil,1050.02,1695.976966773010,-33.83311379,151.23149224,1.0,1,2021-05-21;2015-07-03;2014-02-15;2007-02-26;2004-02-05;1984-04-27,990000;830000;700000;399000;420000;80000,58,190
634.0,49.0,1.0,1.0,18.0,Unit,1.0,1964.0,Renovated,1964.0,none,0.0,0.0,0.0,1,"11/23 WARRINGAH RD, MOSMAN, NSW 2088",3.982,0.088,0.672,4.01,1,0,0.754,6.544,2.678,3.78,0.11,2.429,1,Mosman,2088,1400000,1463000.0,1.19568301,101,820,33.33,355,2.31,3.025,5.12820512,-0.51,1.66,7.5,38.01358159,27.6,8,11.46,2026-07-31,865000,820000.0,Medium,Nil,Nil,949.4,1695.976966773010,-33.81761735,151.24460284,1.0,1,2017-08-19;2011-10-21;1994-04-15,700000;468000;180000,29,348
1094.0,49.0,1.0,1.0,18.0,Unit,1.0,1963.0,Unspecified,1963.0,,,,0.0,1,"8/84-86 BRADLEYS HEAD RD, MOSMAN, NSW 2088",3.338,0.119,0.169,3.399,1,1,1.17,5.141,2.02,3.207,0.139,2.654,0,Mosman,2088,1400000,1463000.0,1.19568301,126,820,33.33,355,2.31,3.025,5.12820512,-0.51,1.66,7.5,38.01358159,27.6,15,11.46,2026-07-31,760000,820000.0,Medium,Nil,Nil,949.4,1695.976966773010,-33.83350867,151.24473572,1.0,1,2016-06-21;2007-12-13;1996-04-16;1983-05-31,625000;350000;188000;55500,29,154
437.0,,4.0,2.0,36.0,House,,2005.0,Unspecified,2005.0,alfresco;garden;pool;terrace,0.0,1.0,0.0,1,"5 BOTANIC RD, MOSMAN, NSW 2088",3.863,0.122,0.413,3.847,1,1,1.014,5.714,2.437,2.896,0.238,2.853,0,Mosman,2088,5300000,6126000.0,5.85837128,112,2300,37.05,208,2.31,1.87,4.54545454,-0.51,1.66,15.7,61.62754026,27.6,22,11.46,2026-07-22,8700000,5300000.0,Medium,Low,Nil,2747.51,1695.976966773010,-33.8296353,151.24883363,3.0,3,2018-04-12;2015-12-24,7000000;4500000,19,445
631.0,42.0,1.0,0.0,18.0,Unit,1.0,1910.0,Unspecified,1910.0,,,,0.0,2,"3/20 MUSTON ST, MOSMAN, NSW 2088",3.501,0.067,0.24,3.492,1,1,0.948,5.371,2.089,3.185,0.164,2.596,0,Mosman,2088,1400000,1463000.0,1.19568301,135,820,37.05,355,2.31,3.025,5.12820512,-0.51,1.66,7.5,38.01358159,27.6,20,11.46,2026-07-21,1050000,820000.0,Medium,Nil,Nil,949.4,1695.976966773010,-33.83115426,151.24530127,1.0,1,1991-12-06,168000,29,149
249.0,135.0,3.0,1.0,18.0,House,,,Renovated,,alfresco;garden;terrace,0.0,1.0,0.0,1,"23 DALTON RD, MOSMAN, NSW 2088",3.562,0.165,0.669,3.582,1,0,0.265,6.055,2.221,3.792,0.151,2.124,1,Mosman,2088,5300000,6126000.0,5.85837128,151,2300,37.05,208,2.31,1.87,4.54545454,-0.51,1.66,15.7,61.62754026,27.6,11,11.46,2026-07-21,2900000,3700000.0,Medium,Nil,Nil,1729.05,1695.976966773010,-33.82144993,151.24199205,2.0,2,2008-03-18;2000-09-02,1470000;575000,9,396
1478.0,113.0,3.0,1.0,18.0,Unit,1.0,1970.0,Unspecified,1970.0,,,,0.0,1,"2/6 MANDOLONG RD, MOSMAN, NSW 2088",3.575,0.063,0.444,3.581,1,0,0.333,5.848,2.177,3.485,0.262,2.309,1,Mosman,2088,1400000,1463000.0,1.19568301,169,820,29.4,355,2.31,3.025,5.12820512,-0.51,1.66,7.5,38.01358159,27.6,17,11.46,2026-07-17,1450000,2620000.0,Low,Nil,Nil,949.4,1695.976966773010,-33.82477923,151.24393903,2.0,2,2001-01-23,585000,22,696
1905,490,3.0,2.0,,Unit,1.0,,Unspecified,,balcony;courtyard;outdoor-entertaining-area,0.0,1.0,0.0,,"5/25 MYAHGAH RD, MOSMAN, NSW 2088",3.251,0.126,0.267,3.258,1,1,0.239,5.589,1.857,3.744,0.063,2.017,1,Mosman,2088,1400000,1463000.0,1.19568301,193,820,29.4,355,2.31,3.025,5.12820512,-0.51,1.66,7.5,38.01358159,27.6,11,11.46,2026-07-16,4000000,1325000.0,Low,Nil,Nil,949.4,1695.976966773010,-33.82569648,151.24061073,,,,,133,792
834.0,67.0,2.0,1.0,18.0,Unit,1.0,1965.0,Unspecified,1965.0,,,,0.0,1,"4/3 MILLETT RD, MOSMAN, NSW 2088",2.575,0.075,0.449,2.55,1,1,1.196,4.612,1.16,4.066,0.195,1.917,0,Mosman,2088,1400000,1463000.0,1.19568301,134,820,29.4,355,2.31,3.025,5.12820512,-0.51,1.66,7.5,38.01358159,27.6,8,11.46,2026-07-16,1050000,1310000.0,High,Low,Nil,1050.02,1695.976966773010,-33.83339833,151.23542953,1.0,1,2010-01-22;1985-12-18,580000;83500,61,62
1039.0,48.0,1.0,1.0,18.0,Unit,1.0,1963.0,Renovated,1963.0,balcony,0.0,0.0,0.0,2,"7/154 RAGLAN ST, MOSMAN, NSW 2088",3.077,0.04,0.079,3.076,1,1,1.008,4.993,1.682,3.556,0.221,2.305,0,Mosman,2088,1400000,1463000.0,1.19568301,134,820,29.4,355,2.31,3.025,5.12820512,-0.51,1.66,7.5,38.01358159,27.6,9,11.46,2026-07-14,785000,820000.0,Medium,Nil,Nil,420.0,1695.976966773010,-33.83261109,151.24104126,1.0,1,2013-12-11,540000,29,296
365.0,70.0,2.0,1.0,18.0,Unit,1.0,1980.0,Unspecified,1980.0,,,,0.0,2,"1/128-130 AVENUE RD, MOSMAN, NSW 2088",3.284,0.025,0.103,3.269,1,1,0.772,5.283,1.857,3.447,0.074,2.328,0,Mosman,2088,1400000,1463000.0,1.19568301,158,820,29.4,355,2.31,3.025,5.12820512,-0.51,1.66,7.5,38.01358159,27.6,12,11.46,2026-07-14,1415000,1305000.0,Medium,Nil,Nil,1050.02,1695.976966773010,-33.83030377,151.24259347,1.0,1,2008-07-09;1996-07-26,600000;355000,60,254
915.0,68.0,2.0,0.0,0.0,Unit,1.0,1960.0,Renovated,1960.0,none,0.0,0.0,0.0,1,"4/125 RAGLAN ST, MOSMAN, NSW 2088",3.035,0.036,0.087,3.058,1,1,1.088,4.927,1.673,3.554,0.295,2.339,0,Mosman,2088,1400000,1463000.0,1.19568301,128,820,33.11,355,2.31,3.025,5.12820512,-0.51,1.66,7.5,38.01358159,27.6,9,11.46,2026-07-07,990000,1310000.0,Medium,Nil,Nil,1050.02,1695.976966773010,-33.8333357,151.24098297,1.0,1,2021-09-02;2014-01-17;2009-03-27;2003-03-07;1980-11-28,975000;605000;410000;385000;68000,59,324
1141.0,104.0,2.0,2.0,36.0,Unit,1.0,1982.0,Unspecified,1982.0,,,,0.0,1,"4/25 THE CRESCENT, MOSMAN, NSW 2088",3.423,0.116,0.265,3.425,1,1,0.338,5.669,2.016,3.545,0.117,2.217,1,Mosman,2088,1400000,1463000.0,1.19568301,189,820,33.11,355,2.31,3.025,5.12820512,-0.51,1.66,7.5,38.01358159,27.6,14,11.46,2026-07-06,1850000,1305000.0,Low,Nil,Nil,1050.02,1695.976966773010,-33.82604569,151.24274177,2.0,2,1994-03-22;1986-07-04,330000;140000,58,693
695.0,66.0,2.0,0.0,18.0,Unit,1.0,1969.0,Unspecified,1969.0,balcony,0.0,1.0,0.0,1,"22/43 MUSGRAVE ST, MOSMAN, NSW 2088",2.131,0.036,0.995,2.378,1,1,1.804,3.931,1.235,4.242,0.227,2.076,0,Mosman,2088,1400000,1463000.0,1.19568301,59,820,33.97,355,2.31,3.025,5.12820512,-0.51,1.66,7.5,38.01358159,27.6,5,11.46,2026-07-03,1310000,1300000.0,Medium,Nil,Nil,1050.02,1695.976966773010,-33.84000115,151.23375728,1.0,1,2019-09-12;2015-07-15;2012-11-02,1050000;865000;688000,57,178
527,314,4.0,3.0,54.0,House,2.0,,Unspecified,,,,,0.0,1,"21 MORELLA RD, MOSMAN, NSW 2088",3.685,0.107,0.796,3.963,1,1,2.045,5.1,2.691,2.661,0.163,3.505,0,Mosman,2088,5300000,6126000.0,5.85837128,30,2300,33.97,208,2.31,1.87,4.54545454,-0.51,1.66,15.7,61.62754026,27.6,22,11.46,2026-07-01,11650000,5187500.0,Medium,Low,Medium,2747.51,1695.976966773010,-33.8397973,151.25101805,2.0,2,2020-12-04;1985-06-01,7310000;275000,18,132
493.0,290.0,5.0,2.0,36.0,House,,2007.0,Unspecified,2007.0,balcony;bbq;garden;pool;terrace,0.0,1.0,0.0,1,"10 GLOVER ST, MOSMAN, NSW 2088",2.742,0.369,0.469,2.74,1,1,0.74,5.051,1.327,4.054,0.263,1.729,1,Mosman,2088,5842500,6126000.0,5.85837128,162,2300,33.97,240,2.31,1.87,4.54545454,-0.51,1.66,15.7,61.62754026,27.6,8,11.46,2026-06-30,6500000,5100000.0,Low,Nil,Nil,2747.51,1695.976966773010,-33.82907809,151.23618264,3.0,3,2006-03-16;1997-12-03;1982-04-05,1205000;535000;125000,8,532
124.0,108.0,2.0,1.0,18.0,Unit,1.0,1988.0,Unspecified,1988.0,,,,0.0,25,"3/6 HALE RD, MOSMAN, NSW 2088",2.66,0.078,0.135,2.688,1,1,0.751,5.38,1.386,4.512,0.357,1.252,1,Mosman,2088,1480000,1463000.0,1.19568301,83,820,33.97,353,2.31,3.025,5.12820512,-0.51,1.66,7.5,38.01358159,27.6,8,11.46,2026-06-29,1775000,1300000.0,Medium,Nil,Nil,1050.02,1695.976966773010,-33.82401709,151.23253772,2.0,2,2006-12-12,675000,56,344
751.0,64.0,2.0,1.0,18.0,Unit,1.0,1900.0,Unspecified,1900.0,,,,0.0,1,"2/60A RAGLAN ST, MOSMAN, NSW 2088",2.291,0.076,0.777,2.458,1,1,1.714,4.15,1.218,4.126,0.306,2.238,0,Mosman,2088,1480000,1463000.0,1.19568301,70,820,32.49,353,2.31,3.025,5.12820512,-0.51,1.66,7.5,38.01358159,27.6,5,11.46,2026-06-26,1175000,1300000.0,Medium,Nil,Nil,1050.02,1695.976966773010,-33.83818549,151.23481362,1.0,1,2014-04-04;2007-08-28,722500;500000,55,174
920.0,97.0,2.0,1.0,18.0,Unit,1.0,1998.0,Unspecified,1998.0,,,,0.0,1,"2/81A GLOVER ST, MOSMAN, NSW 2088",2.431,0.175,0.5,2.441,1,1,0.928,4.968,1.057,4.44,0.187,1.343,1,Mosman,2088,1480000,1463000.0,1.19568301,97,820,32.49,353,2.31,3.025,5.12820512,-0.51,1.66,7.5,38.01358159,27.6,12,11.46,2026-06-25,1440000,1300000.0,Medium,Nil,Nil,1050.02,1695.976966773010,-33.82801807,151.23217016,2.0,2,2000-11-10;1998-08-28,630000;515000,54,361
